Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †,EPAPMBenchmarkedAs,Campus Name
5,5067,500,5156490,Oakwood Beach WPCP: BIN 5156490,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156491,Oakwood Beach WPCP: BIN 5156491,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156492,Oakwood Beach WPCP: BIN 5156492,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156493,Oakwood Beach WPCP: BIN 5156493,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156494,Oakwood Beach WPCP: BIN 5156494,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156495,Oakwood Beach WPCP: BIN 5156495,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156496,Oakwood Beach WPCP: BIN 5156496,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156497,Oakwood Beach WPCP: BIN 5156497,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
5,5067,500,5156498,Oakwood Beach WPCP: BIN 5156498,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17,721.7,23.1,Part of campus,Oakwood Beach WPCP Campus
3,5835,1,3846515,Owl's Head WPCP: 6700 Shore Rd,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
3,5835,1,3397290,Owl's Head WPCP: Bldg  1,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
3,5835,1,3397291,Owl's Head WPCP: Bldg  2,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
3,5835,1,3397292,Owl's Head WPCP: Bldg  3,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
3,5835,1,3397293,Owl's Head WPCP: Bldg  4,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
3,5835,1,3397294,Owl's Head WPCP: Bldg  5,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
3,5835,1,3397295,Owl's Head WPCP: Bldg  6,DEP, 65 , 501.8 ,19.2,47,576.6,24,54, 508.7 , 20.8 ,54,544.3,18.2,Part of campus,Owl's Head WPCP Campus
5,185,400,5156437,Port Richmond WPCP: BIN 5156437,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60,735,21.9,Part of campus,Port Richmond WPCP Campus
5,185,400,5156438,Port Richmond WPCP: BIN 5156438,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60,735,21.9,Part of campus,Port Richmond WPCP Campus
5,185,400,5156439,Port Richmond WPCP: BIN 5156439,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60,735,21.9,Part of campus,Port Richmond WPCP Campus
5,185,400,5156440,Port Richmond WPCP: BIN 5156440,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60,735,21.9,Part of campus,Port Richmond WPCP Campus
5,185,400,5156441,Port Richmond WPCP: BIN 5156441,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60,735,21.9,Part of campus,Port Richmond WPCP Campus
5,185,400,5156442,Port Richmond WPCP: BIN 5156442,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60,735,21.9,Part of campus,Port Richmond WPCP Campus
5,215,46,5106681,R-2 Water & Sewer Maintenance Yard,DEP, N/A , 146.6 ,4.9,N/A,141.5,4.9,N/A, 126.2 , 4.3 ,,140.8,5,Individual building,
3,2023,110,3347744,Red Hook WPCP: 1 Wallabout St,DEP, 72 , 325.9 ,9.7,65,355,9.7,62, 351.4 , 9.5 ,67,339.8,9.7,Part of campus,Red Hook WPCP Campus
3,221,7,3852786,Red Hook WPCP: 63 Flushing Ave,DEP, 72 , 325.9 ,9.7,65,355,9.7,62, 351.4 , 9.5 ,67,339.8,9.7,Part of campus,Red Hook WPCP Campus
3,7,9,3999999,Red Hook WPCP: 8 Adams St,DEP, 72 , 325.9 ,9.7,65,355,9.7,62, 351.4 , 9.5 ,67,339.8,9.7,Part of campus,Red Hook WPCP Campus
3,7,1,3000004,Red Hook WPCP: Paint Storage,DEP, 72 , 325.9 ,9.7,65,355,9.7,62, 351.4 , 9.5 ,67,339.8,9.7,Part of campus,Red Hook WPCP Campus
3,7,1,3331723,Red Hook WPCP: Paint Storage,DEP, 72 , 325.9 ,9.7,65,355,9.7,62, 351.4 , 9.5 ,67,339.8,9.7,Part of campus,Red Hook WPCP Campus
4,16162,120,4303723,Rockaway WPCP: BIN 4303723,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16161,53,4539802,Rockaway WPCP: BIN 4539802,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16161,53,4539803,Rockaway WPCP: BIN 4539803,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16161,53,4539804,Rockaway WPCP: BIN 4539804,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16161,53,4539805,Rockaway WPCP: BIN 4539805,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16161,53,4539806,Rockaway WPCP: BIN 4539806,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
3,1148,50,3028281,K022,DOE, 48 , 144.8 ,4.6,38,156.6,5.1,61, 126.9 , 3.9 ,42,152.5,5,Individual building,
4,16162,3,4539807,Rockaway WPCP: BIN 4539807,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16162,3,4539808,Rockaway WPCP: BIN 4539808,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16162,3,4539809,Rockaway WPCP: BIN 4539809,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
4,16162,3,4539810,Rockaway WPCP: BIN 4539810,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64,773.8,20.6,Part of campus,Rockaway WPCP Campus
3,1882,1,3054189,Shaft Maintenance/Kent Avenue Machine Shop,DEP, N/A , 91.0 ,2.7,N/A,101.4,2.9,N/A, 95.2 , 2.8 ,,102.4,3.1,Individual building,
4,3925,1,4195785,Tallman Island WPCP: BIN 4195785,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440686,Tallman Island WPCP: BIN 4440686,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440687,Tallman Island WPCP: BIN 4440687,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440688,Tallman Island WPCP: BIN 4440688,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440689,Tallman Island WPCP: BIN 4440689,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440690,Tallman Island WPCP: BIN 4440690,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440691,Tallman Island WPCP: BIN 4440691,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440692,Tallman Island WPCP: BIN 4440692,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440693,Tallman Island WPCP: BIN 4440693,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440694,Tallman Island WPCP: BIN 4440694,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440695,Tallman Island WPCP: BIN 4440695,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440696,Tallman Island WPCP: BIN 4440696,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440697,Tallman Island WPCP: BIN 4440697,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4440698,Tallman Island WPCP: BIN 4440698,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
4,3925,1,4453834,Tallman Island WPCP: BIN 4453834,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48,1795.6,76,Part of campus,Tallman Island WPCP Campus
1,1819,30,1085917,Wards Island WPCP Campus: Wards Island WPCP,DEP, 21 , 734.8 ,19.9,19,706.1,19.1,24, 644.3 , 17.7 ,21,719,19.5,Part of campus,Wards Island WPCP Campus
3,6642,45,3176314,Council Center for Senior Citizens,DFTA, 13 , 322.9 ,8.6,7,345.1,9.1,9, 334.3 , 8.8 ,4,370.9,9.8,Individual building,
1,472,7501,1075959,CPC Open Door Senior Center,DFTA, N/A , 192.9 ,5.4,N/A,174.6,5,N/A, 154.2 , 4.5 ,,164.9,4.8,Individual building,
3,4140,13,3092631,Cypress Hills Senior Center,DFTA, N/A , 337.6 ,8.8,N/A,332.6,8.7,N/A, 319.8 , 8.4 ,,334.1,8.7,Individual building,
2,4581,1,2093500,Eastchester Senior Center,DFTA, N/A , 150.8 ,3.9,N/A,127.8,3.3,N/A, 135.4 , 3.5 ,,136,3.5,Space within building,
3,1212,6,3030302,Fort Greene Grant Square Senior Center,DFTA, N/A , 309.2 ,8.1,N/A,304.3,8.1,N/A, 299.8 , 7.8 ,,308.3,8,Space within building,
3,7978,1,3331006,Glenwood Senior Center,DFTA, N/A , 9.2 ,0.2,N/A,12.9,0.3,N/A, 11.4 , 0.3 ,,5.4,0.1,Space within building,
1,1680,45,1074278,Leonardo Coverio Senior Center,DFTA, N/A , 121.9 ,5,N/A,115,4.8,N/A, 105.0 , 4.2 ,,118.6,4.9,Individual building,
5,4105,50,5113475,New Dorp Nutrition Center,DFTA, N/A , 195.7 ,6.4,N/A,182.4,5.9,N/A, 152.9 , 4.9 ,,9.7,0.2,Individual building,
4,470,100,4433386,Queensbridge Riis Senior Center,DFTA, N/A , 72.4 ,1.9,N/A,73.8,1.9,N/A, 73.8 , 1.9 ,,78.9,2,Space within building,
1,454,52,1006502,Sirovich Senior Center,DFTA, N/A , 565.2 ,21.3,N/A,560.2,21.2,N/A, 527.6 , 19.6 ,,557.5,21,Space within building,
2,2894,1,2092074,William Hodson Senior Center,DFTA, N/A , 25.9 ,0.7,N/A,34.4,0.9,N/A, 23.0 , 0.6 ,,24.8,0.6,Space within building,
3,1199,15,3029748,Atlantic Avenue Men's Shelter (Armory),DHS, N/A , 176.1 ,6.6,N/A,168.7,6.5,N/A, 193.6 , 7.2 ,,186,7.2,Individual building,
1,604,3,1010417,Bailey House Shelter,DHS, N/A , 439.8 ,14.5,N/A,420.2,13.8,N/A, 329.2 , 10.3 ,,145.3,5.9,Individual building,
3,2885,1,3338306,Barbara Kleinman Residence,DHS, N/A , 95.4 ,2.5,N/A,95.3,2.5,N/A, 91.7 , 2.4 ,,95.7,2.5,Individual building,
1,962,97,1087298,Bellevue Men's Shelter,DHS, N/A , 238.9 ,14.4,N/A,247.6,14.8,N/A, 181.5 , 10.3 ,,216.2,13.1,Individual building,
4,68,2,4000526,Borden Avenue Shelter,DHS, N/A , 334.2 ,11.4,N/A,256.4,7.4,N/A, 340.5 , 11.7 ,,324.2,11.2,Individual building,
1,522,28,1008216,BRC Reception Center Shelter,DHS, N/A , 26.6 ,0.7,N/A,23.6,0.6,N/A, 0.9 , -   ,,,,Individual building,
3,1967,68,3056327,BRC Women's Shelter,DHS, N/A , 374.3 ,10.3,N/A,342.5,9.2,N/A, 328.7 , 9.0 ,,368.8,10.4,Individual building,
4,9662,20,4314908,Briarwood Residence,DHS, N/A , 202.1 ,7.3,N/A,271.8,10.5,N/A, 251.5 , 9.6 ,,243.7,9.1,Individual building,
3,1453,1,3039075,Brownsville Women's Center Shelter,DHS, N/A , 953.4 ,31.2,N/A,927.2,31.2,N/A, 857.5 , 28.7 ,,713.5,23.1,Individual building,
3,3426,5,3319581,Bushwick Family Residence,DHS, N/A , 424.3 ,15.6,N/A,427.8,15.7,N/A, 382.4 , 13.8 ,,424.3,15.7,Individual building,
2,3752,13,2088552,Commonwealth Avenue SRO Residence,DHS, N/A , 211.7 ,7.5,N/A,212.5,7.6,N/A, 210.0 , 7.4 ,,232.2,8.4,Individual building,
1,1745,5,1076434,East 119th Street Veterans Residence,DHS, N/A , 221.2 ,8,N/A,239.3,8.9,N/A, 226.6 , 8.2 ,,238.9,8.9,Individual building,
2,2353,57,2088140,Emergency Assistance Unit (EAU),DHS, No data ,,,N/A,294,8.1,N/A, 336.9 , 9.3 ,,310.9,8.7,Individual building,
3,3583,6,3082035,Fannie Barnes (Urban Transitional Housing),DHS, N/A , 93.5 ,4.2,N/A,106,4.9,N/A, 100.6 , 4.6 ,,109.1,5.1,Individual building,
3,3871,101,3332519,Flatlands Avenue Residence,DHS, N/A , 470.3 ,16.7,N/A,481.6,16.4,N/A, 443.1 , 14.8 ,,472.5,16.5,Individual building,
1,2138,79,1063381,Fort Washington Armory-Shelter (Project Renewal),DHS, N/A , 188.9 ,6.6,N/A,192.2,6.7,N/A, 186.7 , 6.5 ,,194.9,6.8,Individual building,
2,2613,1,2004260,Franklin Women's Shelter,DHS, N/A , 216.1 ,8.5,N/A,212.8,8.7,N/A, 202.5 , 7.8 ,,207.8,8.2,Individual building,
2,3007,1,2010906,Freeman Houses Residence,DHS, N/A , 205.9 ,8.8,N/A,225.9,9.9,N/A, 232.7 , 10.1 ,,244.7,10.7,Individual building,
1,387,49,1004651,George Daly House Residence,DHS, N/A , 147.9 ,5.3,N/A,146.8,5.3,N/A, 123.1 , 4.5 ,,133.7,5,Individual building,
1,2105,1,1076737,Harlem 1 Men's Shelter,DHS, N/A , 159.7 ,4.1,N/A,172.1,4.5,N/A, 254.2 , 10.5 ,,371.8,19.6,Individual building,
3,3699,1,3083637,HELP Women's Center Shelter,DHS, N/A , 364.3 ,15.6,N/A,316.3,13.3,N/A, 226.8 , 8.7 ,,238.4,9.4,Individual building,
2,2567,13,2003811,Jackson Family Residence,DHS, N/A , 82.0 ,2.1,N/A,78.3,2,N/A, 78.5 , 2.0 ,,79,2,Individual building,
4,9833,4,4448804,Jamaica Arms Hotel / Family Respite Residence,DHS, N/A , 260.8 ,10.8,N/A,248.2,10.1,N/A, 218.0 , 8.4 ,,268.9,11.6,Individual building,
1,1628,28,1051798,Jennie A. Clarke Residence Campus: Residence,DHS, N/A , 398.0 ,16.5,N/A,420.5,17.6,N/A, 430.7 , 18.0 ,,444.9,18.6,Part of campus,Jennie A. Clarke Residence Campus
1,1628,24,1051796,Jennie A. Clarke Residence Campus: Residence,DHS, N/A , 398.0 ,16.5,N/A,420.5,17.6,N/A, 430.7 , 18.0 ,,444.9,18.6,Part of campus,Jennie A. Clarke Residence Campus
1,458,4,1079828,Kenton Hotel Shelter,DHS, N/A , 266.1 ,9,N/A,249,8.7,N/A, 235.9 , 8.2 ,,226.9,8,Individual building,
3,4833,1,3337083,Kingsboro MICA 8 Shelter,DHS, N/A , 19.2 ,0.5,N/A,17.8,0.5,N/A, 16.4 , 0.4 ,,16.6,0.4,Individual building,
1,111,150,1083359,Life Family Shelter,DHS, N/A , 172.1 ,7.1,N/A,161.2,6.5,N/A, 144.3 , 5.8 ,,150.4,6,Individual building,
3,3844,1,3085646,Linden Family Residence,DHS, N/A , 415.2 ,16.1,N/A,456.4,17.2,N/A, 417.7 , 15.5 ,,450.5,16.9,Individual building,
1,458,11,1006546,Manhattan Bowery Shelter,DHS, N/A , 211.6 ,5.7,N/A,203.5,5.6,N/A, 236.9 , 8.8 ,,429.9,23,Individual building,
2,2865,49,2090448,Mount Eden Avenue SRO Residence,DHS, N/A , 223.6 ,8.1,N/A,240.7,8.9,N/A, 253.9 , 9.5 ,,215.6,7.7,Individual building,
1,1319,11,1037587,New Providence SRO Residence,DHS, N/A , 332.5 ,11.2,N/A,326.3,10.9,N/A, 303.5 , 9.9 ,,319.4,10.5,Individual building,
1,457,7,1006537,Palace Employment Residence,DHS, N/A , 126.4 ,3.3,N/A,121.3,3.1,N/A, 100.2 , 2.6 ,,90,2.3,Individual building,
3,1649,1,3045367,Pamoja House Shelter,DHS, N/A , 35.2 ,1,N/A,33.7,1,N/A, 31.7 , 0.9 ,,33.3,1,Individual building,
3,1102,12,3026581,Park Slope Armory Shelter,DHS, N/A , 184.0 ,9,N/A,163.6,8,N/A, 111.9 , 5.3 ,,164.3,8.3,Individual building,
1,1876,20,1056586,Regent Hotel Shelter,DHS, N/A , 168.4 ,7,N/A,179.5,7.6,N/A, 158.5 , 6.7 ,,183.2,8,Individual building,
3,4077,28,3090430,Rose McCarthy Family Residence Campus: Residence,DHS, N/A , 69.2 ,2.6,N/A,94.1,3.8,N/A, 87.9 , 3.6 ,,94,4,Part of campus,Rose McCarthy Family Residence Campus
3,4077,24,3090429,Rose McCarthy Family Residence Campus: Residence,DHS, N/A , 69.2 ,2.6,N/A,94.1,3.8,N/A, 87.9 , 3.6 ,,94,4,Part of campus,Rose McCarthy Family Residence Campus
3,4258,36,3095610,Samaritan Forbell Residence,DHS, N/A , 516.3 ,13.4,N/A,484,12.5,N/A, 425.8 , 11.0 ,,462.6,12,Individual building,
1,529,15,1008425,SCCW Central Shelter,DHS, N/A , 180.3 ,5.3,N/A,171.9,5.2,N/A, 163.1 , 4.9 ,,160.6,4.9,Individual building,
2,2761,43,2006338,Seneca Houses Residence,DHS, N/A , 180.1 ,7.3,N/A,186.8,7.7,N/A, 203.5 , 8.5 ,,221.7,9.3,Individual building,
1,372,14,1004357,Shelter,DHS, N/A , 352.0 ,11.3,N/A,320.5,10.4,N/A, 245.9 , 8.4 ,,254,8.9,Individual building,
4,13307,91,4430508,Springfield Family Residence,DHS, N/A , 438.9 ,16.5,N/A,430.2,15.8,N/A, 406.5 , 14.8 ,,440,16,Individual building,
3,3243,44,3073772,Stockholm Street Family Residence,DHS, N/A , 342.2 ,14,N/A,356.8,14.8,N/A, 362.9 , 15.0 ,,403.7,16.8,Individual building,
2,2572,6,2091301,Transitional Housing Office,DHS, 32 , 276.0 ,8.7,55,212.4,6.8,85, 138.7 , 4.5 ,79,157,5.9,Individual building,
3,1759,13,3048818,K023,DOE, 68 , 84.5 ,3.8,64,88,4.3,71, 81.7 , 3.9 ,65,87.9,4.5,Individual building,
2,2527,14,2003496,University Avenue Family Residences,DHS, N/A , 139.6 ,5.7,N/A,137.7,5.7,N/A, 128.1 , 5.2 ,,135.5,5.6,Individual building,
3,1498,51,3040225,Wayside MacDonough Residence,DHS, N/A , 501.0 ,19.7,N/A,517.4,20.5,N/A, 493.3 , 19.2 ,,552.3,21.7,Individual building,
2,2425,20,2102353,Webster Avenue SRO,DHS, N/A , 89.9 ,3.1,N/A,98.9,3.7,N/A, 98.2 , 3.7 ,,77.5,2.7,Individual building,
2,2587,1,2003989,Willow Avenue Shelter Campus: Shelter,DHS, N/A , 68.5 ,1.8,N/A,65.8,1.7,N/A, 65.0 , 1.7 ,,65.9,1.7,Part of campus,Willow Avenue Shelter Campus
2,2587,1,2003989,Willow Avenue Shelter Campus: Shelter,DHS, N/A , 68.5 ,1.8,N/A,65.8,1.7,N/A, 65.0 , 1.7 ,,65.9,1.7,Part of campus,Willow Avenue Shelter Campus
3,175,1,3000605,Brooklyn House of Detention #129,DOC, N/A , 412.3 ,15.4,N/A,413.4,15.3,N/A, 509.9 , 19.5 ,,522.5,19.1,Individual building,Brooklyn Criminal Court Campus
1,198,1,1002364,"Manhattan House Detention, North Tower",DOC, N/A , 196.3 ,6.8,N/A,195.2,6.8,N/A, 175.8 , 5.9 ,,183.3,6.5,Individual building,Manhattan Criminal Court Campus
1,167,1,1088394,"Manhattan House Detention, South Tower",DOC, N/A , 193.4 ,6.6,N/A,192.2,6.6,N/A, 173.4 , 5.8 ,,180.2,6.3,Individual building,Manhattan Criminal Court Campus
4,9653,1,4458616,Queens Detention Complex (BIN 4458616),DOC, N/A , 60.0 ,2.8,N/A,64.8,3,N/A, 54.8 , 2.5 ,,15.2,0.5,Individual building,Queens Borough Hall Campus
4,9653,1,4458617,Queens Detention Complex (BIN 4458617),DOC, N/A , 56.1 ,2.6,N/A,61.2,2.8,N/A, 51.7 , 2.3 ,,15,0.5,Individual building,Queens Borough Hall Campus
2,2605,40,9999999,Rikers Island Campus: Bakery,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: Firehouse,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: Laundry,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: New Central Warehouse - #2554,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: North Infirmary Command (NIC),DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: North Infirmary Command (NIC),DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Subst.3 - 200 Bed Modules West Facility,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Subst.Sam Perry Control Bldg  PK Lots,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Buildings 3&4,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Freezer Kitchen,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Hart Island Module / S1,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Kitchen Switch A,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Kitchen Switch B,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Module 1,DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Modules DD/(6),DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Modules NN/(10),DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
2,2605,40,9999999,Rikers Island Campus: R-1 Substation AMKC Modules OO & PP/ (11&12),DOC, N/A , 344.9 ,12.7,N/A,340.1,12.6,N/A, 322.7 , 11.8 ,,329.2,12.2,Part of campus,Rikers Island Campus
