OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
757,2018,MARKET PLACE ONE & TWO,NonResidential,1977200280,2001 WESTERN AVE,SEATTLE,WA,98121,47.61051,-122.34439,DOWNTOWN,7,1979,7,0,131143,43983,87160,Mixed Use Property,68,76.80,76.10,11423903,11305610,155.20,154.40,Parking,132780,Office,127013,Restaurant,21642,1856522,6334453,49712,4971158,0,280.9,6.4,Compliant,No Issue
758,2018,PACIFIC PLACE,NonResidential,6600470000,600 PINE ST,SEATTLE,WA,98101,47.61289,-122.33531,DOWNTOWN,1,1999,0,1,947987,507802,440185,Other - Mall,,62.90,63.60,46983432,47460068,176.20,178.00,Other - Mall,561684,Other - Entertainment/Public Assembly,100000,Restaurant,80000,13909750,47460067,0,0,0,126.7,0.2,Compliant,No Issue
759,2018,ODD FELLOWS LODGE - RETAIL,NonResidential,6003500460,915 E PINE ST,SEATTLE,WA,98122,47.61505,-122.32,EAST,3,1908,4,0,55520,55520,0,Mixed Use Property,,65.60,63.70,3639973,3538728,97.70,95.80,Office,17120,Performing Arts,15300,Self-Storage Facility,13400,268706,916825,26219,2621903,0,141.7,2.6,Compliant,No Issue
760,2018,BROADACRES BLDG,NonResidential,1117080020,1601 2ND AVE,SEATTLE,WA,98101,47.61036,-122.34037,DOWNTOWN,1,1908,10,0,132998,132998,0,Office,,25.90,24.60,3114322,2966146,41.20,39.70,Office,120437,Retail Store,0,NA,,222509,759199,0,0,2206946,119.4,0.9,Compliant,No Issue
761,2018,ROSS DRESS FOR LESS,NonResidential,1975700300,301 PIKE ST,SEATTLE,WA,98101,47.60956,-122.33715,DOWNTOWN,7,1940,3,0,83118,83118,0,Retail Store,45,60.40,58.80,2719095,2646170,154.80,153.10,Retail Store,45000,NA,,NA,,688486,2349116,2971,297055,0,22,0.3,Not Compliant,Default Data
762,2018,KRESS BUILDING,NonResidential,1975700485,1419 3RD AVE,SEATTLE,WA,98101,47.60925,-122.33734,DOWNTOWN,7,1924,3,0,77555,77555,0,Retail Store,32,100.20,100.20,7368569,7368569,280.50,280.50,Retail Store,73563,NA,,NA,,2159507,7368238,3,333,0,19.7,0.3,Compliant,No Issue
763,2018,MARKET SQUARE,NonResidential,7666202405,1415 WESTERN AVE,SEATTLE,WA,98101,47.60765,-122.34097,DOWNTOWN,7,1909,6,0,51218,51218,0,Office,53,51.60,51.60,2682336,2682272,144.30,144.30,Office,44913,Restaurant,7044,NA,,784158,2675547,67,6725,0,7.5,0.1,Compliant,No Issue
764,2018,FINANCIAL CENTER,NonResidential,0002400002,1215 4TH AVE,SEATTLE,WA,98101,47.60765,-122.3348,DOWNTOWN,7,1970,29,0,453106,387655,65451,Office,43,90.50,92.60,35077920,35911428,228.20,230.80,Office,371450,Parking,65451,Other - Technology/Science,9295,8644538,29495164,55083,5508282,0,371.3,1,Compliant,No Issue
765,2018,SEATTLE TOWER,NonResidential,1975200005,1218 3RD AVE,SEATTLE,WA,98101,47.60769,-122.33544,DOWNTOWN,1,1929,27,0,216571,203251,13320,Office,72,66.80,65.60,13567818,13329709,145.60,144.60,Office,193796,Parking,13320,Retail Store,7106,2453098,8369970,1353,135292,4824446,286,1.4,Compliant,No Issue
766,2018,1200 3RD AVENUE,NonResidential,1975200015,1200 3RD AVE,SEATTLE,WA,98101,47.60741,-122.33565,DOWNTOWN,7,1921,13,0,189175,189175,0,Office,10,122.90,122.90,20206568,20206568,344.20,344.20,Office,151740,Other,12645,NA,,5922206,20206567,0,0,0,53.9,0.3,Compliant,No Issue
767,2018,1015 THIRD AVENUE BLDG - EXPEDITORS INTERNATIONAL,NonResidential,0939000485,1015 3RD AVE,SEATTLE,WA,98104,47.60582,-122.33464,DOWNTOWN,1,1998,13,0,293576,219095,74481,Office,54,75.70,75.70,16366716,16366716,212.10,212.10,Office,201670,Parking,70603,Other,14424,4796810,16366716,0,0,0,43.7,0.2,Compliant,No Issue
768,2018,1201 WESTERN BUILDING,NonResidential,7666202480,1201 WESTERN AVE,SEATTLE,WA,98101,47.60576,-122.33922,DOWNTOWN,1,1910,7,0,122356,122356,0,Office,85,44.40,44.40,4953340,4953340,123.00,123.00,Office,95942,Retail Store,15523,Data Center,182,1429227,4876523,768,76816,0,17.1,0.1,Compliant,No Issue
769,2018,UNITED WAY,NonResidential,0939000240,720 2ND AVE,SEATTLE,WA,98104,47.60366,-122.33328,DOWNTOWN,1,1921,3,0,52298,52298,0,Office,69,43.70,43.20,2282670,2259445,122.30,121.10,Office,52250,NA,,NA,,662205,2259445,0,0,0,6,0.1,Compliant,No Issue
771,2018,HOGE BUILDING,NonResidential,0939000230,705 2ND AVE,SEATTLE,WA,98104,47.60304,-122.33362,DOWNTOWN,1,1911,17,0,116640,116640,0,Office,80,54.40,53.70,6350730,6258048,129.80,128.90,Office,102617,Financial Office,6561,Food Service,6333,1377260,4699211,0,0,1558837,95.4,0.8,Compliant,No Issue
772,2018,BANK OF AMERICA FIFTH AVENUE PLAZA,NonResidential,0942000470,800 5TH AVE,SEATTLE,WA,98104,47.60573,-122.33028,DOWNTOWN,1,1981,42,0,1249055,1047934,201121,Office,83,40.20,39.90,39755044,39399940,112.70,111.70,Office,975108,Parking,296815,Medical Office,12941,11547460,39399934,0,0,0,105.2,0.1,Account Requires Verification,Possible Missing Fuel or Data
773,2018,SEIU LOCAL 775- SEATTLE BUILDING,NonResidential,0939000245,215 COLUMBIA ST,SEATTLE,WA,98104,47.6038,-122.33293,DOWNTOWN,1,1924,4,0,63150,63150,0,Office,75,66.20,65.30,3408650,3362522,160.30,159.40,Office,51519,NA,,NA,,784017,2675066,6875,687457,0,43.7,0.7,Compliant,No Issue
774,2018,PACIFIC BUILDING,NonResidential,0942000590,720 3RD AVE,SEATTLE,WA,98104,47.60411,-122.33225,DOWNTOWN,7,1970,22,0,227556,129000,98556,Office,79,49.80,48.60,7640657,7457864,139.40,136.00,Office,153513,Parking,72550,NA,,2185775,7457864,0,0,0,19.9,0.2,Compliant,No Issue
775,2018,COLUMBIA CENTER,NonResidential,0942000640,701 5TH AVE,SEATTLE,WA,98104,47.60454,-122.33072,DOWNTOWN,7,1985,76,0,1952220,1632820,319400,Office,80,54.80,55.10,89478928,90003000,149.80,150.70,Office,1577300,Parking,319400,Retail Store,55520,25380790,86599255,34037,3403735,0,411.9,0.3,Compliant,No Issue
776,2018,FIRST HILL MEDICAL BUILDING,NonResidential,8590900765,515 MINOR AVE,SEATTLE,WA,98104,47.60663,-122.32157,EAST,3,1988,5,1,188339,89025,99314,Medical Office,16,,89.10,,7296206,,236.40,Medical Office,81873,Parking,67000,NA,,1957933,6680467,6157,615738,0,50.5,0.6,Compliant,No Issue
777,2018,SEATTLE UNIVERSITY - Laundry Bldg (LDRY),NonResidential,2254500945,1300 E COLUMBIA ST,SEATTLE,WA,98122,47.6094,-122.31506,CENTRAL,3,1916,2,0,60122,60122,0,College/University,,10.20,10.20,612417,612417,24.90,24.90,College/University,60122,Parking,0,NA,,142667,486781,1256,125636,0,8,0.1,Compliant,No Issue
778,2018,101 KING STREET,NonResidential,7666206830,500 1ST AVE S,SEATTLE,WA,98104,47.5981,-122.33369,DOWNTOWN,1,1910,6,0,95000,81300,13700,Office,73,51.30,50.70,4335774,4284938,138.10,136.40,Office,84481,Parking,8474,NA,,1176764,4015119,2698,269819,0,25,0.3,Compliant,No Issue
779,2018,ADMINISTRATION BUILDING - KING COUNTY,NonResidential,0942000920,500 4TH AVE,SEATTLE,WA,98104,47.6029,-122.32927,DOWNTOWN,7,1971,9,0,224857,224857,0,Office,72,60.40,59.70,12384680,12244995,147.10,146.80,Office,204993,NA,,NA,,2820562,9623758,0,0,2621236,165,0.7,Compliant,No Issue
780,2018,KING STREET CENTER,NonResidential,5247800795,201 S JACKSON ST,SEATTLE,WA,98104,47.59878,-122.33088,DOWNTOWN,1,1998,8,0,446261,321473,124788,Office,94,34.90,34.80,11970649,11946482,97.60,97.40,Office,343400,Parking,114237,NA,,3501314,11946483,0,0,0,31.9,0.1,Compliant,No Issue
782,2018,DOT 17G_01 1051 BUILDING,NonResidential,7666206955,1051 1ST AVE S,SEATTLE,WA,98134,47.59273,-122.33455,GREATER DUWAMISH,2,1939,2,0,58492,58492,0,Other,,35.00,33.20,2045705,1940256,63.80,62.00,Other,58500,NA,,NA,,265807,906932,10333,1033324,0,57.3,1,Compliant,No Issue
783,2018,MC KINNON FURNITURE,NonResidential,7666206440,1518 1ST AVE S,SEATTLE,WA,98134,47.58958,-122.33369,GREATER DUWAMISH,2,1907,6,0,62370,62370,0,Office,35,62.00,62.00,3711678,3711678,173.60,173.60,Office,49473,Restaurant,10408,NA,,1087830,3711676,0,0,0,9.9,0.2,Compliant,No Issue
784,2018,GRAYBAR ELECTRIC,NonResidential,7666204495,1919 6TH AVE S,SEATTLE,WA,98134,47.58454,-122.3269,GREATER DUWAMISH,1,1960,1,0,73296,73296,0,Non-Refrigerated Warehouse,74,30.00,28.50,2332877,2220799,55.50,54.00,Non-Refrigerated Warehouse,77800,Parking,0,NA,,313335,1069099,11517,1151700,0,64,0.9,Compliant,No Issue
785,2018,Airport Way Ctr - Bldg A,Nonresidential COS,7666203240,2203 AIRPORT WAY S,SEATTLE,WA,98134,47.5829,-122.32417,GREATER DUWAMISH,1,1944,4,1,99122,99122,0,Office,,152.80,151.50,15271409,15146489,384.30,383.00,Office,67769,Laboratory,32181,NA,,3747656,12787002,23595,2359487,0,159.4,1.6,Compliant,No Issue
787,2018,Seattle Lighting Distribution Center,NonResidential,7666207627,26 S HANFORD ST,SEATTLE,WA,98134,47.57613,-122.33864,GREATER DUWAMISH,2,1952,2,0,115668,115668,0,Non-Refrigerated Warehouse,58,21.10,20.00,2429960,2301588,35.40,34.30,Non-Refrigerated Warehouse,115194,Parking,0,Retail Store,4270,256126,873903,14277,1427686,0,78.2,0.7,Compliant,No Issue
791,2018,UPS WAREHOUSE,NonResidential,7376600390,4455 7TH AVE S,SEATTLE,WA,98108,47.56301,-122.32564,GREATER DUWAMISH,2,1970,1,0,141686,141686,0,Other,,43.60,43.60,6654149,6654149,122.20,122.20,Other,152511,NA,,NA,,1950220,6654151,0,0,0,17.8,0.1,Compliant,No Issue
792,2018,MCKINSTRY HEADQUARTERS,NonResidential,3573700320,5005 3RD AVE S,SEATTLE,WA,98134,47.55695,-122.33176,GREATER DUWAMISH,1,1950,1,0,93610,93610,0,Office,,65.30,63.50,6646106,6463392,128.30,127.00,Office,101278,Data Center,502,NA,,1028535,3509361,29540,2954031,0,166.3,1.8,Compliant,No Issue
793,2018,ATRIUM BLUILDING - SEATTLE DESIGN CENTER,NonResidential,2738100010,5601 6TH AVE S,SEATTLE,WA,98108,47.55238,-122.32762,GREATER DUWAMISH,2,1973,2,0,156188,156188,0,Office,47,53.90,53.50,7651888,7592068,146.40,145.20,Office,141917,Parking,0,NA,,2115321,7217475,3746,374593,0,39.2,0.3,Compliant,No Issue
794,2018,BLDG C NW CORP PARK,NonResidential,2738100480,703 S FIDALGO ST,SEATTLE,WA,98108,47.54923,-122.32446,GREATER DUWAMISH,2,1966,1,0,115620,115620,0,Non-Refrigerated Warehouse,69,24.40,23.40,2819830,2710825,49.10,48.10,Non-Refrigerated Warehouse,115620,NA,,NA,,454149,1549558,11613,1161267,0,65.8,0.6,Compliant,No Issue
796,2018,6100 BUILDING,NonResidential,5367200610,6100 4TH AVE S,SEATTLE,WA,98108,47.54699,-122.32882,GREATER DUWAMISH,1,1975,5,0,238148,238148,0,Office,82,48.10,48.10,11633425,11633425,134.60,134.60,Office,235416,Parking,11636,Pre-school/Daycare,6268,3403531,11612848,206,20578,0,32.1,0.1,Compliant,No Issue
797,2018,Westcore River Street,NonResidential,5367204100,303 S RIVER ST,SEATTLE,WA,98108,47.54326,-122.33134,GREATER DUWAMISH,2,1969,1,0,71718,71718,0,Distribution Center,82,7.40,7.40,529067,529067,20.70,20.70,Distribution Center,71718,NA,,NA,,155061,529067,0,0,0,1.4,0,Compliant,No Issue
798,2018,PIONEER HUMAN SERVICES,NonResidential,2924049101,7440 W MARGINAL WAY S,SEATTLE,WA,98108,47.53628,-122.3329,GREATER DUWAMISH,1,1969,1,0,55450,55450,0,Non-Refrigerated Warehouse,25,89.30,84.90,4952718,4710008,159.20,154.60,Non-Refrigerated Warehouse,34206,Office,21244,NA,,607110,2071460,26385,2638547,0,145.7,2.6,Compliant,No Issue
799,2018,CLOVERDALE BUSINESS PARK (BLDG D),NonResidential,3224049012,309 S CLOVERDALE ST,SEATTLE,WA,98108,47.52549,-122.33064,GREATER DUWAMISH,1,1979,1,0,54880,54880,0,Non-Refrigerated Warehouse,,59.20,57.30,3267202,3164281,108.20,106.30,Non-Refrigerated Warehouse,45600,Office,9600,NA,,426110,1453886,17104,1710395,0,94.7,1.7,Compliant,No Issue
800,2018,TARGET STORE,NonResidential,3624039166,2800 SW BARTON ST,SEATTLE,WA,98126,47.52222,-122.36892,DELRIDGE NEIGHBORHOODS,1,1992,1,0,102500,102500,0,Retail Store,78,66.90,65.40,6657428,6509870,151.30,149.70,Retail Store,99471,Parking,0,NA,,1349112,4603170,19067,1906700,0,113.6,1.1,Compliant,No Issue
801,2018,UNIVERSITY VILLAGE NORTH (PARKING GARAGE/RETAIL/STORAGE),NonResidential,0925049425,2650 NE 49TH ST,SEATTLE,WA,98105,47.66478,-122.29804,NORTHEAST,1,2002,6,0,361398,88498,272900,Parking,,112.40,110.70,9236052,9092923,270.70,268.80,Parking,232685,Retail Store,63419,Non-Refrigerated Warehouse,15757,2100859,7168131,19248,1924791,0,121.4,1.4,Compliant,No Issue
802,2018,QFC AND RITE AID DRUG STORE,NonResidential,5260300005,2707 RAINIER AVE S,SEATTLE,WA,98144,47.57903,-122.29982,GREATER DUWAMISH,2,1963,1,0,50785,50785,0,Supermarket/Grocery Store,55,319.60,319.60,8752535,8752535,603.30,603.30,Supermarket/Grocery Store,27382,NA,,NA,,1227296,4187534,45650,4565002,0,253.6,5,Compliant,No Issue
803,2018,200 SW MICHIGAN,NonResidential,5367202506,200 SW MICHIGAN ST,SEATTLE,WA,98106,47.54103,-122.33766,SHARED: GREATER DUWAMISH &amp; DELRIDGE NEIGHBORHOODS,1,1929,3,0,85126,85126,0,Office,74,41.70,40.80,3395745,3328512,95.90,95.00,Office,81526,NA,,NA,,712171,2429926,8986,898586,0,54.2,0.6,Compliant,No Issue
804,2018,NORTHGATE NORTH,NonResidential,2926049109,300 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70911,-122.32529,SHARED: NORTH &amp; NORTHWEST,5,2000,5,0,303255,283435,19820,Parking,,45.80,45.80,13960978,13960978,116.30,116.30,Parking,327867,Other - Mall,280007,Retail Store,24133,3486112,11894614,20664,2066364,0,141.5,0.5,Compliant,No Issue
805,2018,PORTSIDE DISTRIBUTION CENTER,NonResidential,7666207536,4050 E MARGINAL WAY S,SEATTLE,WA,98134,47.56613,-122.33838,GREATER DUWAMISH,1,1986,1,0,411584,411584,0,Distribution Center,75,24.40,23.30,10045842,9570290,44.20,43.00,Distribution Center,355671,Refrigerated Warehouse,35760,Office,20153,1278379,4361829,52085,5208462,0,288.3,0.7,Compliant,No Issue
806,2018,U.S. RUBBER BLDG.,NonResidential,5247800865,212 S JACKSON ST,SEATTLE,WA,98104,47.59937,-122.33116,DOWNTOWN,1,1902,4,0,72000,72000,0,Mixed Use Property,,23.60,22.30,1345205,1270484,47.60,45.50,Non-Refrigerated Warehouse,27283,Office,23277,Retail Store,6540,212112,723726,5468,546758,0,31,0.4,Compliant,No Issue
807,2018,645 ELLIOTT - NORTH BUILDING,NonResidential,3879902265,645 ELLIOTT AVE W,SEATTLE,WA,98119,47.6252,-122.36737,MAGNOLIA / QUEEN ANNE,1,2008,4,0,242686,142510,100176,Office,75,64.20,64.20,9265782,9265782,179.60,179.60,Office,144421,Parking,91000,NA,,2715645,9265781,0,0,0,24.7,0.2,Compliant,No Issue
809,2018,WASHINGTON SHOE BUILDING,NonResidential,5247800735,159 S JACKSON ST,SEATTLE,WA,98104,47.59895,-122.33248,DOWNTOWN,1,1900,6,0,95760,79920,15840,Office,68,76.80,76.40,5583650,5553088,194.30,193.80,Office,61592,Parking,12110,Restaurant,11072,1382178,4715991,8371,837096,0,57,0.7,Compliant,No Issue
811,2018,CITY COMMERCE PARK,NonResidential,1824049060,4143 1ST AVE S,SEATTLE,WA,98134,47.56733,-122.3352,GREATER DUWAMISH,1,1946,1,0,179413,179413,0,Non-Refrigerated Warehouse,30,21.20,21.40,3768734,3812080,59.30,59.90,Non-Refrigerated Warehouse,178087,NA,,NA,,1117257,3812081,0,0,0,10.2,0.1,Not Compliant,Default Data
812,2018,SEATTLE POTTERY,NonResidential,7666207611,35 S HANFORD ST,SEATTLE,WA,98134,47.57513,-122.33739,GREATER DUWAMISH,2,1917,1,0,65288,65288,0,Non-Refrigerated Warehouse,,8.50,8.50,593323,593323,23.70,23.70,Non-Refrigerated Warehouse,60000,Other - Services,5000,Retail Store,5000,173893,593323,0,0,0,1.6,0,Compliant,No Issue
813,2018,PUGET SOUND -TERMINAL 7 B,NonResidential,7666703967,3546 W MARGINAL WAY SW,SEATTLE,WA,98106,47.5725,-122.3571,SHARED: GREATER DUWAMISH &amp; DELRIDGE NEIGHBORHOODS,1,1966,1,1,170632,170632,0,Non-Refrigerated Warehouse,49,8.40,8.30,1431058,1415156,23.50,23.20,Non-Refrigerated Warehouse,170632,NA,,NA,,414758,1415156,0,0,0,3.8,0,Compliant,No Issue
814,2018,WEST LAKE UNION CENTER,NonResidential,8807900130,1505 WESTLAKE AVE N,SEATTLE,WA,98109,47.63264,-122.34171,MAGNOLIA / QUEEN ANNE,7,1994,10,0,381511,212533,168978,Office,75,63.20,63.00,13897110,13855957,171.70,171.50,Office,220033,Parking,168978,NA,,3883275,13249734,6062,606223,0,67.6,0.3,Compliant,No Issue
815,2018,FIFTH & YESLER BLDG.,NonResidential,0942001155,300 5TH AVE,SEATTLE,WA,98104,47.60214,-122.32726,DOWNTOWN,3,2009,17,0,413264,275166,138098,Office,88,38.70,38.70,11403651,11403651,108.20,108.20,Office,295023,Parking,99589,NA,,3342219,11403651,0,0,0,30.4,0.1,Compliant,No Issue
817,2018,RUSSELL HALL,NonResidential,1142001150,1414 NE 42ND ST,SEATTLE,WA,98105,47.6586,-122.3124,NORTHEAST,4,2009,6,0,122400,68100,54300,Mixed Use Property,77,55.80,55.60,3974312,3955649,131.10,130.80,Office,41624,Parking,33399,Multifamily Housing,20740,864813,2950741,10049,1004908,0,61.2,0.9,Compliant,No Issue
819,2018,UNIVERSITY VILLAGE SHOPPING CENTER BLDG D,NonResidential,0925049346,2623 NE UNIVERSITY VILLAGE ST,SEATTLE,WA,98105,47.66246,-122.29898,NORTHEAST,4,1956,2,0,93803,93803,0,Retail Store,,57.00,56.30,5287266,5224514,128.10,127.40,Retail Store,85572,Restaurant,2950,Other,2500,1061449,3621664,16028,1602850,0,94.8,1,Compliant,No Issue
820,2018,GATZERT ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,0007600137,1301 E YESLER WAY,SEATTLE,WA,98122,47.6012,-122.31548,CENTRAL,1,1988,1,0,52924,52924,0,K-12 School,68,33.20,33.20,1755152,1755152,92.90,92.90,K-12 School,52924,NA,,NA,,514406,1755152,0,0,0,4.7,0.1,Compliant,No Issue
821,2018,ENCOMPASS,NonResidential,0323049194,3701 S NORFOLK ST,SEATTLE,WA,98118,47.51304,-122.28394,GREATER DUWAMISH,1,1966,2,0,123000,123000,0,Non-Refrigerated Warehouse,43,18.70,18.70,2566302,2566302,52.50,52.50,Non-Refrigerated Warehouse,112484,Office,24433,NA,,752140,2566302,0,0,0,6.9,0.1,Compliant,No Issue
822,2018,98 NORFOLK,NonResidential,0323049221,9877 40TH AVE S,SEATTLE,WA,98118,47.51168,-122.28285,GREATER DUWAMISH,1,1978,1,0,60448,60448,0,Non-Refrigerated Warehouse,88,16.20,15.70,981220,950453,32.90,32.40,Non-Refrigerated Warehouse,52702,Office,7746,NA,,160855,548837,4016,401616,0,22.8,0.4,Not Compliant,Default Data
828,2018,SWEDISH MEDICAL CENTER FIRST HILL - Campus,Campus,1978201096,747 BROADWAY,SEATTLE,WA,98122,47.60884,-122.32193,EAST,1,1994,14,8,2080885,1639334,441551,Hospital (General Medical & Surgical),70,170.20,169.20,279075616,277425792,335.10,335.10,Hospital (General Medical & Surgical),1639334,Parking,441551,NA,,39927820,136233722,125080,12508028,128684048,7869,4.8,Compliant,No Issue
829,2018,NW WORK LOFTS - Campus,Campus,1992200425,100 ELLIOTT AVE W,SEATTLE,WA,98119,47.61915,-122.35871,MAGNOLIA / QUEEN ANNE,1,1928,4,2,217800,217800,0,Other,,51.20,48.60,11013062,10467458,88.90,86.30,Other,212205,Restaurant,2992,NA,,1267862,4325945,61415,6141512,0,337.7,1.6,Compliant,No Issue
830,2018,CHILDHAVEN,NonResidential,2197600100,316 BROADWAY,SEATTLE,WA,98122,47.60488,-122.32046,EAST,1,2004,4,0,77412,55800,21612,Mixed Use Property,,62.60,61.80,3000326,2959587,173.80,171.40,Office,28691,Parking,21600,Pre-school/Daycare,19200,854356,2915062,445,44525,0,10.1,0.2,Compliant,No Issue
831,2018,600 BROADWAY,NonResidential,2197600250,600 BROADWAY,SEATTLE,WA,98122,47.60778,-122.32013,EAST,3,1990,5,1,289419,130262,159157,Medical Office,56,93.50,93.50,13658067,13658067,250.40,250.40,Medical Office,146150,Parking,139000,NA,,3726831,12715947,9421,942118,0,84,0.6,Compliant,No Issue
832,2018,Salal Credit Union Headquarters,NonResidential,2434900150,9706 4TH AVE NE,SEATTLE,WA,98115,47.6993,-122.32378,NORTH,1,1987,5,0,90266,90266,0,Financial Office,48,52.90,52.90,4776984,4776984,148.20,148.20,Financial Office,90266,NA,,NA,,1400054,4776984,0,0,0,12.8,0.1,Compliant,No Issue
837,2018,PEOPLES MINI-STORAGE,NonResidential,2516000215,4213 LEARY WAY NW,SEATTLE,WA,98107,47.6582,-122.36434,SHARED: BALLARD &amp; LAKE UNION,1,2004,4,0,87332,80874,6458,Non-Refrigerated Warehouse,82,12.30,12.20,1077011,1065283,31.20,31.10,Non-Refrigerated Warehouse,87332,NA,,NA,,267628,913145,1521,152138,0,10.5,0.1,Account Requires Verification,Possible Energy Data Error
839,2018,SILVER CLOUD INN - BROADWAY,NonResidential,1978201320,1100 BROADWAY,SEATTLE,WA,98122,47.61166,-122.32028,EAST,1,2003,6,0,150545,100528,50017,Hotel,23,140.50,138.20,14125427,13888847,245.00,242.50,Hotel,100528,Parking,50017,NA,,1640145,5596175,82927,8292672,0,455.4,4.5,Compliant,No Issue
841,2018,MOPOP MUSEUM,NonResidential,1991200005,325 5TH AVE N,SEATTLE,WA,98109,47.62147,-122.34817,MAGNOLIA / QUEEN ANNE,1,1999,5,0,141718,141718,0,Museum,,135.70,135.70,19003728,18998574,323.70,324.70,Museum,134197,Restaurant,5803,NA,,4273380,14580773,44178,4417800,0,273.6,1.9,Compliant,No Issue
843,2018,THE MAXWELL HOTEL - SEATTLE,NonResidential,5457800400,300 ROY ST,SEATTLE,WA,98109,47.62562,-122.35121,MAGNOLIA / QUEEN ANNE,1,2008,5,0,111856,90583,21273,Hotel,31,87.20,87.20,8026270,8026270,168.50,168.50,Hotel,88000,Parking,20000,Restaurant,4006,1184229,4040589,39857,3985680,0,222.5,2.5,Compliant,No Issue
845,2018,PUBLIC STORAGE (STORE 8501),NonResidential,6003500780,1815 12TH AVE,SEATTLE,WA,98122,47.61818,-122.31728,EAST,1,1988,4,0,132828,132828,0,Self-Storage Facility,,8.60,8.60,1029356,1029356,24.20,24.20,Self-Storage Facility,119228,Parking,13600,NA,,301687,1029356,0,0,0,2.7,0,Compliant,No Issue
847,2018,PIONEER INDUSTRIES,NonResidential,3024049003,7000 HIGHLAND PARK WAY SW,SEATTLE,WA,98106,47.53935,-122.34402,DELRIDGE NEIGHBORHOODS,1,1970,1,0,70400,70400,0,Non-Refrigerated Warehouse,3,152.60,149.60,10743802,10528631,289.50,286.30,Non-Refrigerated Warehouse,58047,Office,12353,NA,,1524323,5200990,53276,5327641,0,296.8,4.2,Compliant,No Issue
848,2018,HOME DEPOT,NonResidential,3026049093,11616 AURORA AVE N,SEATTLE,WA,98133,47.71392,-122.34364,NORTHWEST,1,1995,1,1,101830,101830,0,Retail Store,71,80.40,79.60,8248162,8173848,151.40,150.60,Retail Store,102624,NA,,NA,,1151504,3928932,42449,4244918,0,235.9,2.3,Compliant,No Issue
850,2018,LESCHI ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,3416600240,135 32ND AVE,SEATTLE,WA,98122,47.6021,-122.29181,CENTRAL,3,1988,3,0,55353,55353,0,K-12 School,84,22.20,21.70,1230895,1203484,62.30,60.90,K-12 School,55353,NA,,NA,,352721,1203484,0,0,0,3.2,0.1,Compliant,No Issue
851,2018,SEATTLE CENTRAL COLLEGE - VOCATIONAL SCHOOL (SVI),NonResidential,3646100185,2120 S JACKSON ST,SEATTLE,WA,98144,47.5997,-122.30364,CENTRAL,1,1974,4,2,114000,114000,0,College/University,,62.60,61.10,7138183,6970948,146.30,144.80,College/University,114000,NA,,NA,,1538411,5249058,17219,1721890,0,105.5,0.9,Compliant,No Issue
854,2018,STANFORD CENTER OFFICES (SPS-DISTRICT),SPS-District K-12,7666205235,230 S LANDER ST,SEATTLE,WA,98134,47.5805,-122.33032,GREATER DUWAMISH,2,2002,3,0,338063,338063,0,Office,,62.40,61.80,21077886,20906508,157.40,156.80,Office,180633,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000,Restaurant,50000,5202967,17752523,31540,3153985,0,214.9,0.6,Compliant,No Issue
857,2018,PUGET SOUND FREIGHT LINES-TERMINAL 7A,NonResidential,7666705088,3480 W MARGINAL WAY SW,SEATTLE,WA,98106,47.57311,-122.3601,SOUTHWEST,1,1965,1,0,152365,152365,0,Non-Refrigerated Warehouse,61,6.90,6.80,1091489,1064624,18.30,17.90,Non-Refrigerated Warehouse,157151,NA,,NA,,283783,968266,964,96358,0,7.7,0.1,Compliant,No Issue
858,2018,JAMES TOWER (PROVIDENCE MEDICAL CENTER),NonResidential,7942600330,528 17TH AVE,SEATTLE,WA,98122,47.60705,-122.30966,CENTRAL,3,1910,6,0,320946,320946,0,Medical Office,,77.60,77.90,25026936,25146354,215.80,216.90,Medical Office,236359,Laboratory,86298,NA,,7300680,24909920,2364,236434,0,79.1,0.2,Compliant,No Issue
